Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Gourmet Express,43.69311138097989,-79.55729392261416,Chinese Restaurant
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Subway,43.692935717786156,-79.5573509193731,Sandwich Place
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,The Beer Store,43.6933138,-79.5572835,Beer Store
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Shoppers Drug Mart,43.693411,-79.557073,Pharmacy
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Petro-Canada,43.694109,-79.558046,Gas Station
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,TD Canada Trust,43.6939219,-79.5574106,Bank
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Pizza Pizza,43.69321312231725,-79.55729000271057,Pizza Place
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Food Basics,43.693738309210296,-79.55710530286524,Supermarket
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Country Style,43.694366,-79.557439,Coffee Shop
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Westway Centre,43.69342526936401,-79.55758635011445,Shopping Mall
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,Rogers,43.69262,-79.557402,Mobile Phone Shop
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,McDonald's,43.6934124,-79.5571991,Fast Food Restaurant
"Kingsview Village-The Westway, Toronto",43.694444,-79.558611,TTC Bus 45 Kipling,43.69090730623053,-79.55706596374512,Bus Line
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Metro,43.67488982915486,-79.55569727825377,Supermarket
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Richview Square,43.67942702117278,-79.54612116948636,Shopping Mall
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Starbucks,43.674358,-79.555189,Coffee Shop
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,TD Canada Trust,43.6794111,-79.5469618,Bank
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Rexall,43.679583,-79.5466,Pharmacy
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Pizza Pizza,43.67943529490718,-79.54608846049521,Pizza Place
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Shoppers Drug Mart,43.674209,-79.555424,Pharmacy
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,The Beer Store,43.6795838,-79.5466,Beer Store
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,M&M Food Market,43.67909066751657,-79.54719007015228,Grocery Store
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,LCBO,43.679232760378945,-79.54695121186703,Liquor Store
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Timothy's World News Cafe,43.67930625462119,-79.5468667405025,Café
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Pet Valu,43.67943347389306,-79.54691723525487,Pet Store
"Willowridge-Martingrove-Richview, Toronto",43.677222,-79.550833,Asian Express,43.67945746920416,-79.54632995855519,Asian Restaurant
"Humber Heights-Westmount, Toronto",43.68846954999999,-79.5063904344015,Schipano Fine Foods,43.68981500205142,-79.50417280197144,Italian Restaurant
"Humber Heights-Westmount, Toronto",43.68846954999999,-79.5063904344015,Portage Gardens Park,43.691573971707285,-79.50790725503823,Park
"Markland Wood, Toronto",43.63123865,-79.58543401986114,Markland Wood Golf Club,43.629056528810054,-79.58113105899704,Golf Course
"Markland Wood, Toronto",43.63123865,-79.58543401986114,Ring Busch Gardens,43.6276624630308,-79.58661315272029,Piano Bar
"Markland Wood, Toronto",43.63123865,-79.58543401986114,Fleetwood Park,43.635236545112875,-79.58783626556396,Baseball Field
"Markland Wood, Toronto",43.63123865,-79.58543401986114,Forest Glen Park,43.62797064437188,-79.58956209547729,Park
"Mimico, Toronto",43.6166773,-79.4968048,SanRemo Bakery,43.618542136521064,-79.49948481145465,Bakery
"Mimico, Toronto",43.6166773,-79.4968048,The Blue Goose,43.61678873297203,-79.4958701202763,Bar
"Mimico, Toronto",43.6166773,-79.4968048,Mimico Arena,43.612739007491555,-79.49868183926128,Skating Rink
"Mimico, Toronto",43.6166773,-79.4968048,Jimmy’s Coffee,43.618715,-79.499506,Café
"New Toronto, Toronto",43.6007625,-79.505264,Huevos Gourmet,43.601187646118454,-79.50371705335499,Mexican Restaurant
"New Toronto, Toronto",43.6007625,-79.505264,Cellar Door Restaurant,43.600221,-79.507638,Italian Restaurant
"New Toronto, Toronto",43.6007625,-79.505264,Sweet Olenka's,43.60109921195078,-79.50032493418274,Dessert Shop
"New Toronto, Toronto",43.6007625,-79.505264,Bombay on the Lake,43.600157309834074,-79.50799174394479,Indian Restaurant
"New Toronto, Toronto",43.6007625,-79.505264,New Toronto Fish & Chips,43.60184940532482,-79.50328125758809,Restaurant
"New Toronto, Toronto",43.6007625,-79.505264,Albatros Pub,43.59973728807503,-79.51009383603599,Pub
"New Toronto, Toronto",43.6007625,-79.505264,Delicia Bakery & Pastry,43.601402988357286,-79.50301234678948,Bakery
"New Toronto, Toronto",43.6007625,-79.505264,Domino's Pizza,43.60158294371704,-79.50090463107409,Pizza Place
"New Toronto, Toronto",43.6007625,-79.505264,Lucky Dice Restaurant,43.601392135734876,-79.50305626141281,Café
"New Toronto, Toronto",43.6007625,-79.505264,Shoppers Drug Mart,43.601677,-79.502239,Pharmacy
"New Toronto, Toronto",43.6007625,-79.505264,The Gallery Studio Cafe,43.601045428199775,-79.50335741043091,Café
"New Toronto, Toronto",43.6007625,-79.505264,Popeyes Louisiana Kitchen,43.6020694028516,-79.49940016778937,Fried Chicken Joint
"New Toronto, Toronto",43.6007625,-79.505264,Sense Appeal,43.601729,-79.501063,Café
"New Toronto, Toronto",43.6007625,-79.505264,Lakeshore Village Fruit,43.60125787389022,-79.50048875136308,Flower Shop
"New Toronto, Toronto",43.6007625,-79.505264,Lakeshore Village,43.59818079612296,-79.50138985858813,Scenic Lookout
"New Toronto, Toronto",43.6007625,-79.505264,Coffee Time,43.6022843976276,-79.4998572447178,Coffee Shop
"New Toronto, Toronto",43.6007625,-79.505264,Crossfit Colosseum,43.604815756762726,-79.50702399614443,Gym
"Long Branch, Toronto",43.59200455,-79.54536450659592,Woody's Burgers bar and grill,43.592424147416416,-79.54182508134274,Burger Joint
"Long Branch, Toronto",43.59200455,-79.54536450659592,Fair Grounds Cafe & Roastery,43.5924650760416,-79.54157876415731,Café
"Long Branch, Toronto",43.59200455,-79.54536450659592,Marie Curtis Park,43.589249518687325,-79.54433788741818,Park
"Long Branch, Toronto",43.59200455,-79.54536450659592,Empanada Company,43.59221322794008,-79.54167854395196,South American Restaurant
"Long Branch, Toronto",43.59200455,-79.54536450659592,Burrito Boyz,43.592329680392105,-79.54212023902338,Burrito Place
"Long Branch, Toronto",43.59200455,-79.54536450659592,Busters Fish House,43.59286342322491,-79.54004485440322,Seafood Restaurant
"Long Branch, Toronto",43.59200455,-79.54536450659592,Shoppers Drug Mart,43.593864,-79.539864,Pharmacy
"Long Branch, Toronto",43.59200455,-79.54536450659592,Royal Canadian Legion,43.590990007424985,-79.54502422885585,Bar
"Long Branch, Toronto",43.59200455,-79.54536450659592,TTC Stop #5511,43.59189334931204,-79.5440686334534,Light Rail Station
"Long Branch, Toronto",43.59200455,-79.54536450659592,Long Branch TTC Loop,43.59178330883106,-79.54412257253203,Light Rail Station
"Long Branch, Toronto",43.59200455,-79.54536450659592,Marie Curtis Dog Park,43.58924916354021,-79.54429222086894,Dog Run
"Long Branch, Toronto",43.59200455,-79.54536450659592,LCBO,43.5938772573663,-79.5404141024165,Liquor Store
"Long Branch, Toronto",43.59200455,-79.54536450659592,Dollarama,43.593866,-79.539825,Discount Store
"Alderwood, Toronto",43.6017173,-79.5452325,Il Paesano Pizzeria & Restaurant,43.60128,-79.545028,Pizza Place
"Alderwood, Toronto",43.6017173,-79.5452325,Timothy's Pub,43.60016508568706,-79.54469872722389,Pub
"Alderwood, Toronto",43.6017173,-79.5452325,Toronto Gymnastics International,43.59983195234328,-79.54292448822379,Gym
"Alderwood, Toronto",43.6017173,-79.5452325,Tim Hortons,43.60239631505536,-79.5450476557017,Coffee Shop
"Alderwood, Toronto",43.6017173,-79.5452325,Pizza Pizza,43.60534035117562,-79.54725175609202,Pizza Place
"Alderwood, Toronto",43.6017173,-79.5452325,Subway,43.59915224732402,-79.54439458247475,Sandwich Place
"Alderwood, Toronto",43.6017173,-79.5452325,Alderwood Pool,43.60180197683229,-79.54724725574704,Pool
"Alderwood, Toronto",43.6017173,-79.5452325,Sir Adam Beck Rink,43.602526494798546,-79.5474551115246,Skating Rink
"Alderwood, Toronto",43.6017173,-79.5452325,Rexall,43.601951,-79.545694,Pharmacy
"Humber Summit, Toronto",43.7600778,-79.5717598,Capri Pastries,43.760233278306124,-79.57168917410124,Bakery
"Humber Summit, Toronto",43.7600778,-79.5717598,Islington Park,43.762474341095945,-79.57137641147332,Park
"Humber Summit, Toronto",43.7600778,-79.5717598,Nile Academy Gmy,43.762342304611515,-79.56993329978081,Gym
"Humber Summit, Toronto",43.7600778,-79.5717598,JSHC Contracting,43.7611244,-79.5777044,Construction & Landscaping
"Humbermede, Toronto",43.746297,-79.541186,Habitant Arena,43.74719060258867,-79.54018253583813,Hockey Field
"Humbermede, Toronto",43.746297,-79.541186,Asteeg Clothing,43.7462727,-79.5400371,Clothing Store
"Humbermede, Toronto",43.746297,-79.541186,Tenren's Tea Time,43.74867056537947,-79.54219147141178,Tea Room
"Humbermede, Toronto",43.746297,-79.541186,Habitant Arena,43.747718107344085,-79.53806204917292,Hockey Arena
"Humbermede, Toronto",43.746297,-79.541186,Pinnacle Kitchens Inc.,43.7443908,-79.5358873,Home Service
"Pelmo Park-Humberlea, Toronto",43.7121949,-79.51755639837398,Pelmo Community Centre,43.71441852002091,-79.51989309816359,Outdoors & Recreation
"Pelmo Park-Humberlea, Toronto",43.7121949,-79.51755639837398,Pelmo Park,43.71193889047829,-79.51299705851368,Park
"Downsview-Roding-CFB, Toronto",43.732222,-79.49333299999999,Basement Now,43.733770736756334,-79.49095487594604,Construction & Landscaping
"Downsview-Roding-CFB, Toronto",43.732222,-79.49333299999999,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
"York University Heights, Toronto",43.7587808,-79.5194336,No Frills,43.758178,-79.51968,Grocery Store
"York University Heights, Toronto",43.7587808,-79.5194336,Pho Com Viet Nam,43.75663119859895,-79.51833633068185,Vietnamese Restaurant
"York University Heights, Toronto",43.7587808,-79.5194336,Popeyes Louisiana Kitchen,43.75660425382002,-79.51604685393343,Fried Chicken Joint
"York University Heights, Toronto",43.7587808,-79.5194336,Shoppers Drug Mart,43.756147,-79.515843,Pharmacy
"York University Heights, Toronto",43.7587808,-79.5194336,KFC,43.7566,-79.5181,Fast Food Restaurant
"York University Heights, Toronto",43.7587808,-79.5194336,Pizza Hut,43.75633958118749,-79.51781778764257,Pizza Place
"York University Heights, Toronto",43.7587808,-79.5194336,Petro-Canada,43.757187,-79.517778,Gas Station
"York University Heights, Toronto",43.7587808,-79.5194336,Tim Hortons,43.7561284,-79.5162657,Coffee Shop
"York University Heights, Toronto",43.7587808,-79.5194336,The Beer Store,43.7560941,-79.5162392,Beer Store
"York University Heights, Toronto",43.7587808,-79.5194336,Subway,43.75622810178744,-79.51833268621584,Sandwich Place
"York University Heights, Toronto",43.7587808,-79.5194336,Pizza Pizza,43.756185976894656,-79.5154595375061,Pizza Place
"York University Heights, Toronto",43.7587808,-79.5194336,McDonald's,43.757325,-79.514091,Fast Food Restaurant
"York University Heights, Toronto",43.7587808,-79.5194336,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
"York University Heights, Toronto",43.7587808,-79.5194336,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
"York University Heights, Toronto",43.7587808,-79.5194336,Living Well,43.756460538385106,-79.51598949881128,Caribbean Restaurant
"York University Heights, Toronto",43.7587808,-79.5194336,Pita Land,43.757520253440326,-79.51462786652858,Falafel Restaurant
"York University Heights, Toronto",43.7587808,-79.5194336,Dollarama,43.75677,-79.515084,Discount Store
"Maple Leaf, Toronto",43.7122767,-79.4901977,Rustic Bakery,43.715413998974796,-79.49030028640821,Bakery
"Brookhaven-Amesbury, Toronto",43.700556,-79.490278,Superking Supermarket 鸿發 Siêu Thi Dai Vuong,43.70452431495363,-79.49240382948112,Supermarket
"Brookhaven-Amesbury, Toronto",43.700556,-79.490278,Sieu Thi Dai Giang (Lawrence Supermarket),43.7046142428013,-79.49248202264647,Grocery Store
"Brookhaven-Amesbury, Toronto",43.700556,-79.490278,Vaughan Office Furniture Inc.,43.70413052257732,-79.4868229329586,Lighting Store
"Brookhaven-Amesbury, Toronto",43.700556,-79.490278,100% Salvadoreño,43.697082,-79.494217,South American Restaurant
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,Columbus Colombian Bakery (Panaderia Colombiana),43.709172692546765,-79.45333079398473,Latin American Restaurant
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,Dairy Queen,43.7100679,-79.4534411,Ice Cream Shop
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,RBC Royal Bank,43.70394357519858,-79.45189815414157,Bank
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,Sgt. Splatter’s Project Paintball,43.70328994781447,-79.45591425979373,Paintball Field
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,McDonald's,43.70491871475466,-79.45223813434126,Fast Food Restaurant
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,Camarra's Pizzeria & Restaurant,43.708329,-79.453488,Pizza Place
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,Lady York Foods,43.709445370032775,-79.45297906087649,Grocery Store
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,Petro-Canada,43.707186,-79.453231,Gas Station
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,Darosa,43.706969836937915,-79.453120889328,Mediterranean Restaurant
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,CINQUElire,43.708497217747784,-79.45371253229237,Italian Restaurant
"Yorkdale-Glen Park, Toronto",43.7064433,-79.4526856,44 wide,43.70289341798801,-79.45288896560669,Photography Lab
"Bathurst Manor, Toronto",43.76389295,-79.45636693710946,Wilmington Convenience And Produce,43.76492492612054,-79.45508605844655,Convenience Store
"Bathurst Manor, Toronto",43.76389295,-79.45636693710946,Chapley Baseball Park,43.76209961275248,-79.45586621215949,Baseball Field
"Bathurst Manor, Toronto",43.76389295,-79.45636693710946,Wilmington Park,43.761533640535525,-79.45609146657658,Playground
"Bathurst Manor, Toronto",43.76389295,-79.45636693710946,Irving W. Chapley Community Centre  & Park,43.76124725508391,-79.45550910036651,Park
"Westminster-Branson, Toronto",43.656000000000006,-79.475,LCBO,43.651707310433466,-79.47427796129955,Liquor Store
"Westminster-Branson, Toronto",43.656000000000006,-79.475,Timothy's World Coffee,43.651525223699124,-79.47495742997707,Coffee Shop
"Westminster-Branson, Toronto",43.656000000000006,-79.475,Tim Hortons,43.65196934177635,-79.47351872923718,Coffee Shop
"Westminster-Branson, Toronto",43.656000000000006,-79.475,Souvlaki Hut,43.65154441668675,-79.47453931478424,Greek Restaurant
"Westminster-Branson, Toronto",43.656000000000006,-79.475,Pizza Hut,43.652272,-79.471873,Pizza Place
"Westminster-Branson, Toronto",43.656000000000006,-79.475,Revina Park,43.65868647524527,-79.4730773540552,Baseball Field
"Lansing-Westgate, Toronto",43.7589503,-79.4225555,Harlandale park,43.76014227140832,-79.42135181781453,Playground
"Lansing-Westgate, Toronto",43.7589503,-79.4225555,Doll Face Spa,43.759435124323446,-79.41941168206684,Spa
"Bedford Park-Nortown, Toronto",43.73,-79.411,Pizza Pizza,43.731952,-79.415019,Pizza Place
"Bedford Park-Nortown, Toronto",43.73,-79.411,SquareFoot Developments,43.726374656766495,-79.41011980175972,Construction & Landscaping
"Bedford Park-Nortown, Toronto",43.73,-79.411,Jamba Juice,43.731343087220075,-79.41589405142237,Juice Bar
"Bridle Path-Sunnybrook-York Mills, Toronto",43.721111,-79.377778,Second Cup,43.721382,-79.376428,Coffee Shop
"Bridle Path-Sunnybrook-York Mills, Toronto",43.721111,-79.377778,Stratford Park,43.721188834038735,-79.37918727876868,Park
"Bridle Path-Sunnybrook-York Mills, Toronto",43.721111,-79.377778,Bistro On the Go: Sunnybrook,43.7216295207983,-79.37642455101013,Food Court
"Bridle Path-Sunnybrook-York Mills, Toronto",43.721111,-79.377778,Druxy's,43.720452031008826,-79.3779390913827,Deli / Bodega
"Banbury-Don Mills, Toronto",43.7348039,-79.3572426,Edwards Gardens,43.73357397323459,-79.35832879576286,Park
"Banbury-Don Mills, Toronto",43.7348039,-79.3572426,Toronto Botanical Garden,43.73410440082706,-79.35832146261272,Botanical Garden
"Banbury-Don Mills, Toronto",43.7348039,-79.3572426,Tim Hortons,43.73514964802937,-79.35564748942846,Coffee Shop
"Banbury-Don Mills, Toronto",43.7348039,-79.3572426,Lawrence Ave E & Leslie Ave,43.73467962130263,-79.35585361316771,Intersection
"Victoria Village, Toronto",43.732658,-79.3111892,Armenian Kitchen,43.73107096414275,-79.30539020048727,Middle Eastern Restaurant
"Victoria Village, Toronto",43.732658,-79.3111892,Jatujak,43.736207542145884,-79.30766830088342,Thai Restaurant
"Victoria Village, Toronto",43.732658,-79.3111892,TTC Bus #24 Victoria Park Ave,43.73519712929972,-79.30697679519653,Bus Line
"Victoria Village, Toronto",43.732658,-79.3111892,Artistic Nails,43.73612,-79.30808,Spa
"Flemingdon Park, Toronto",43.7184315,-79.333204,Kaiseki Yu-Zen Hashimoto,43.720931369435235,-79.33718506953988,Japanese Restaurant
"Flemingdon Park, Toronto",43.7184315,-79.333204,Sunny Foodmart,43.71440700906993,-79.33370230230358,Grocery Store
"Flemingdon Park, Toronto",43.7184315,-79.333204,Shaheen Tikka & Kabab House,43.71401101858947,-79.33429628953289,Pakistani Restaurant
"Flemingdon Park, Toronto",43.7184315,-79.333204,Omnimax,43.716742767068624,-79.33885683924288,Movie Theater
"Flemingdon Park, Toronto",43.7184315,-79.333204,GoodLife Fitness North York Ferrand and Rochefort,43.719812,-79.331564,Gym
"Flemingdon Park, Toronto",43.7184315,-79.333204,Shoppers Drug Mart,43.714038,-79.334223,Pharmacy
"Flemingdon Park, Toronto",43.7184315,-79.333204,Tim Hortons,43.716707,-79.338893,Coffee Shop
"Flemingdon Park, Toronto",43.7184315,-79.333204,McDonald's,43.714692448066195,-79.33381727976229,Fast Food Restaurant
"Flemingdon Park, Toronto",43.7184315,-79.333204,Delimark Cafe,43.72036965876474,-79.3315187900018,Coffee Shop
"Flemingdon Park, Toronto",43.7184315,-79.333204,Maria's Corner Cafe,43.72090540009802,-79.33233849644765,Café
"Flemingdon Park, Toronto",43.7184315,-79.333204,The Cove (Nature Trail),43.7188859715568,-79.3290156148973,Trail
"Flemingdon Park, Toronto",43.7184315,-79.333204,Living Earth Exhibit,43.71636704626102,-79.33712455769803,Science Museum
"Flemingdon Park, Toronto",43.7184315,-79.333204,411.ca Lounge,43.72234747924456,-79.33427466589445,Dance Studio
"Flemingdon Park, Toronto",43.7184315,-79.333204,The Buick,43.72247032631872,-79.33426139879268,Nightclub
"Flemingdon Park, Toronto",43.7184315,-79.333204,Druxy's,43.722452576926294,-79.3345573665101,Deli / Bodega
"Flemingdon Park, Toronto",43.7184315,-79.333204,411.ca,43.72250539869908,-79.33427521215923,Office
"Parkwoods-Donalda, Toronto",43.751000000000005,-79.32300000000001,TTC stop #8380,43.752672,-79.326351,Bus Stop
"Parkwoods-Donalda, Toronto",43.751000000000005,-79.32300000000001,Mrs. Claus' Sweatshop,43.75380047665277,-79.31958174171733,Public Art
"Parkwoods-Donalda, Toronto",43.751000000000005,-79.32300000000001,Broadlands Park,43.74674606903112,-79.32250154263845,Park
"Parkwoods-Donalda, Toronto",43.751000000000005,-79.32300000000001,Broadlands Skating Rink,43.74668925352585,-79.3226776047074,Skating Rink
"Pleasant View, Toronto",43.787048,-79.3337137,Rosemary & Thyme,43.788243709036514,-79.330209703676,Breakfast Spot
"Pleasant View, Toronto",43.787048,-79.3337137,Aoyama & Sushi Restaurant,43.78714462602838,-79.32894027060964,Japanese Restaurant
"Pleasant View, Toronto",43.787048,-79.3337137,Shoppers Drug Mart,43.788167,-79.330268,Pharmacy
"Pleasant View, Toronto",43.787048,-79.3337137,RBC Royal Bank,43.7879859026261,-79.33003126097911,Bank
"Pleasant View, Toronto",43.787048,-79.3337137,KFC,43.7885,-79.3292,Fast Food Restaurant
"Pleasant View, Toronto",43.787048,-79.3337137,Value Village,43.78793781551351,-79.32952252084209,Thrift / Vintage Store
"Pleasant View, Toronto",43.787048,-79.3337137,John Anderson's Burgers,43.7894041146142,-79.33369182149039,Burger Joint
"Pleasant View, Toronto",43.787048,-79.3337137,241 Pizza,43.78941973177078,-79.33370329630344,Pizza Place
"Pleasant View, Toronto",43.787048,-79.3337137,Red Sail Boat Bakery,43.78943642187424,-79.333713826613,Bakery
"Pleasant View, Toronto",43.787048,-79.3337137,Pleasantview Arena,43.789433742334076,-79.33369577267486,Skating Rink
"Pleasant View, Toronto",43.787048,-79.3337137,Mac's,43.78945016368962,-79.33368975849605,Convenience Store
"Pleasant View, Toronto",43.787048,-79.3337137,Reggae Kitchen,43.78839325650535,-79.330341480865,Restaurant
"Pleasant View, Toronto",43.787048,-79.3337137,Victoria Van Horne Plaza,43.78944733217582,-79.33369576469967,Shopping Mall
"Pleasant View, Toronto",43.787048,-79.3337137,Van Horne Park,43.78720392116426,-79.33844480712526,Park
"Pleasant View, Toronto",43.787048,-79.3337137,Basilico Italian Bistro,43.78652692258839,-79.3286859523011,Italian Restaurant
"Don Valley Village, Toronto",43.7926732,-79.3547219,Tim Hortons,43.792905216618045,-79.35448967477028,Coffee Shop
"Don Valley Village, Toronto",43.7926732,-79.3547219,Rexall Pharma Plus,43.79396236392167,-79.35323999236898,Pharmacy
"Don Valley Village, Toronto",43.7926732,-79.3547219,TD Canada Trust,43.7942471,-79.3532388,Bank
"Don Valley Village, Toronto",43.7926732,-79.3547219,RBC Royal Bank,43.79363358450375,-79.3537604736824,Bank
"Don Valley Village, Toronto",43.7926732,-79.3547219,Subway,43.79449200780434,-79.35359470825608,Sandwich Place
"Don Valley Village, Toronto",43.7926732,-79.3547219,Pizza Pizza,43.792929,-79.353802,Pizza Place
"Don Valley Village, Toronto",43.7926732,-79.3547219,Tim Hortons,43.79312172438749,-79.3544919411392,Coffee Shop
"Don Valley Village, Toronto",43.7926732,-79.3547219,Listo's No Frills,43.794373,-79.353754,Grocery Store
"Don Valley Village, Toronto",43.7926732,-79.3547219,Deer Garden Signatures 鹿園魚湯米線,43.794298,-79.354162,Chinese Restaurant
"Don Valley Village, Toronto",43.7926732,-79.3547219,Pet Valu,43.79409,-79.353547,Pet Store
"Don Valley Village, Toronto",43.7926732,-79.3547219,Pizza Hut,43.79323521064546,-79.35359882737777,Pizza Place
"Don Valley Village, Toronto",43.7926732,-79.3547219,Subway,43.795346355658275,-79.34974493981167,Sandwich Place
"Don Valley Village, Toronto",43.7926732,-79.3547219,Linus Park,43.789407860853395,-79.35701982865113,Park
"Bayview Woods-Steeles, Toronto",43.7981268,-79.3829726,Bestview Hiking Trails,43.797368,-79.382227,Trail
"Bayview Woods-Steeles, Toronto",43.7981268,-79.3829726,Tyndale Student Coffee Co-Op,43.79992392481517,-79.38557091680819,Coffee Shop
"Bayview Woods-Steeles, Toronto",43.7981268,-79.3829726,East Don Parkland,43.795658,-79.381068,Park
"Bayview Woods-Steeles, Toronto",43.7981268,-79.3829726,Baseball Fields/Park,43.79564427132376,-79.3852135326851,Dog Run
"Bayview Village, Toronto",43.7691966,-79.3766617,Taro's Fish,43.76996164341515,-79.37465906198047,Fish Market
"Bayview Village, Toronto",43.7691966,-79.3766617,Mountain Equipment Co-op,43.76987684570399,-79.37511694519891,Outdoor Supply Store
"Bayview Village, Toronto",43.7691966,-79.3766617,MEC,43.76989364818691,-79.37516454175586,Sporting Goods Shop
"Bayview Village, Toronto",43.7691966,-79.3766617,Shatter Abbas,43.769997628351945,-79.37443439177133,Persian Restaurant
"Bayview Village, Toronto",43.7691966,-79.3766617,Sunshine Spot,43.770162103240736,-79.37477798821956,Breakfast Spot
"Bayview Village, Toronto",43.7691966,-79.3766617,RBC Royal Bank,43.76769517008107,-79.38227852004049,Bank
"Bayview Village, Toronto",43.7691966,-79.3766617,Shell,43.76973986,-79.37631764,Gas Station
"Bayview Village, Toronto",43.7691966,-79.3766617,McDonald's,43.76985279666742,-79.3706517485142,Fast Food Restaurant
"Bayview Village, Toronto",43.7691966,-79.3766617,Pizza Pizza,43.76977203092848,-79.37554445505702,Pizza Place
"Bayview Village, Toronto",43.7691966,-79.3766617,Subway,43.7701119,-79.3745923,Sandwich Place
"Bayview Village, Toronto",43.7691966,-79.3766617,TD Canada Trust,43.769679901894676,-79.37133103609085,Bank
"Bayview Village, Toronto",43.7691966,-79.3766617,Bessarion Subway Station,43.769261840475664,-79.37613043750773,Metro Station
"Bayview Village, Toronto",43.7691966,-79.3766617,Pet Valu,43.769561847733755,-79.37562452768624,Pet Store
"Bayview Village, Toronto",43.7691966,-79.3766617,Mark's,43.7698976174006,-79.37136246071759,Clothing Store
"Henry Farm, Toronto",43.7695089,-79.354296,Havenbrook Park,43.76808775388712,-79.35562133789062,Park
"Henry Farm, Toronto",43.7695089,-79.354296,Henry Farm Community Tennis Club,43.76766937219664,-79.35773491859435,Tennis Court
